b4, 0.8464, 0.7322, 0.5947, 0.8024, 0, 32, 663.2514283657074
b4, 0.5719, 0.8107, 0.5301, 0.8281, 1, 32, 619.73490858078
b4, 0.5191, 0.8280, 0.5011, 0.8379, 2, 32, 627.6087741851807
b4, 0.4852, 0.8389, 0.4959, 0.8402, 3, 32, 638.8957624435425
b4, 0.4502, 0.8496, 0.4937, 0.8410, 4, 32, 612.6867799758911
b4, 0.4192, 0.8582, 0.5110, 0.8429, 5, 32, 643.1698517799377
b4, 0.3905, 0.8655, 0.5080, 0.8392, 6, 32, 644.0640606880188
b4, 0.3565, 0.8774, 0.5155, 0.8329, 7, 32, 638.170047044754
b4, 0.3273, 0.8850, 0.5574, 0.8336, 8, 32, 612.0599250793457
b4, 0.3022, 0.8916, 0.5933, 0.8345, 9, 32, 644.6082468032837
b4, 0.2641, 0.9065, 0.6116, 0.8318, 10, 32, 652.7762537002563
b4, 0.2281, 0.9172, 0.6430, 0.8286, 11, 32, 612.4208717346191
b4, 0.2153, 0.9230, 0.6683, 0.8288, 12, 32, 624.5653584003448
b4, 0.1935, 0.9312, 0.6957, 0.8027, 13, 32, 627.1969525814056
b4, 0.1736, 0.9378, 0.7328, 0.8254, 14, 32, 645.5296549797058
b4, 0.1578, 0.9436, 0.7443, 0.8355, 15, 32, 640.5784375667572
b4, 0.1438, 0.9477, 0.8567, 0.8392, 16, 32, 617.9932770729065
b4, 0.1295, 0.9539, 0.8179, 0.8207, 17, 32, 624.8999519348145
b4, 0.1194, 0.9580, 0.8593, 0.8261, 18, 32, 631.1940174102783
b4, 0.1063, 0.9608, 0.9199, 0.8255, 19, 32, 630.297459602356
b4, 0.1055, 0.9638, 0.9375, 0.8329, 20, 32, 629.6125130653381
b4, 0.0979, 0.9661, 0.9204, 0.8231, 21, 32, 623.4426560401917
b4, 0.0891, 0.9681, 0.9229, 0.8155, 22, 32, 632.7022848129272
b4, 0.0897, 0.9684, 0.9118, 0.8298, 23, 32, 617.5896995067596
b4, 0.0791, 0.9721, 0.9446, 0.8237, 24, 32, 617.7266476154327
b4, 0.0763, 0.9733, 1.0221, 0.8271, 25, 32, 633.6183612346649
b4, 0.0723, 0.9745, 1.0254, 0.8313, 26, 32, 630.907897233963
b4, 0.0689, 0.9761, 1.0359, 0.8252, 27, 32, 617.9333138465881
b4, 0.0662, 0.9762, 1.0960, 0.8330, 28, 32, 644.8462052345276
b4, 0.0642, 0.9779, 1.0033, 0.8251, 29, 32, 639.781697511673
b4, 0.0618, 0.9779, 1.0877, 0.8255, 30, 32, 644.5038712024689
b4, 0.0602, 0.9788, 1.0357, 0.8210, 31, 32, 628.6576051712036
b4, 0.0604, 0.9790, 1.0885, 0.8221, 32, 32, 633.2662217617035
b4, 0.0560, 0.9815, 1.1241, 0.8255, 33, 32, 631.1195394992828
b4, 0.0541, 0.9816, 1.0501, 0.8218, 34, 32, 640.4457466602325
b4, 0.0515, 0.9815, 1.0236, 0.8218, 35, 32, 630.8231661319733
b4, 0.0530, 0.9816, 1.0421, 0.8192, 36, 32, 628.4755737781525
b4, 0.0498, 0.9829, 1.0722, 0.8271, 37, 32, 613.6446537971497
b4, 0.0476, 0.9825, 1.2001, 0.8345, 38, 32, 636.2522442340851
b4, 0.0482, 0.9834, 1.1431, 0.8359, 39, 32, 633.2983155250549
b4, 0.0475, 0.9838, 1.0853, 0.8275, 40, 32, 626.554407119751
b4, 0.0435, 0.9852, 1.1926, 0.8362, 41, 32, 640.5067164897919
b4, 0.0437, 0.9848, 1.0419, 0.8148, 42, 32, 628.6277680397034
b4, 0.0423, 0.9855, 1.1223, 0.8340, 43, 32, 616.3950064182281
b4, 0.0413, 0.9863, 1.1685, 0.8278, 44, 32, 639.9419178962708
b4, 0.0399, 0.9861, 1.1880, 0.8242, 45, 32, 633.7089855670929
b4, 0.0380, 0.9870, 1.2393, 0.8275, 46, 32, 623.2721712589264
b4, 0.0389, 0.9867, 1.1423, 0.8299, 47, 32, 615.5748093128204
b4, 0.0392, 0.9865, 1.1439, 0.8353, 48, 32, 621.6849808692932
b4, 0.0357, 0.9879, 1.2463, 0.8377, 49, 32, 622.0487723350525
b4, 0.0358, 0.9870, 1.2058, 0.8219, 50, 32, 609.5452206134796
b4, 0.0356, 0.9880, 1.2444, 0.8362, 51, 32, 638.7443580627441
b4, 0.0338, 0.9883, 1.1732, 0.8247, 52, 32, 649.6151900291443
b4, 0.0321, 0.9891, 1.1833, 0.8266, 53, 32, 639.1223998069763
b4, 0.0311, 0.9889, 1.2588, 0.8302, 54, 32, 620.3798501491547
b4, 0.0334, 0.9887, 1.1416, 0.8194, 55, 32, 615.921138048172
b4, 0.0307, 0.9897, 1.2459, 0.8346, 56, 32, 618.2057530879974
b4, 0.0311, 0.9897, 1.2763, 0.8322, 57, 32, 613.9867744445801
b4, 0.0315, 0.9891, 1.2002, 0.8315, 58, 32, 620.1664392948151
b4, 0.0318, 0.9888, 1.2049, 0.8228, 59, 32, 626.5200748443604
b4, 0.0307, 0.9900, 1.3872, 0.8345, 60, 32, 636.1856436729431
b4, 0.0298, 0.9902, 1.2543, 0.8322, 61, 32, 634.9072535037994
b4, 0.0290, 0.9902, 1.2987, 0.8284, 62, 32, 616.6052131652832
b4, 0.0273, 0.9906, 1.3760, 0.8340, 63, 32, 624.054473400116
b4, 0.0303, 0.9893, 1.2550, 0.8256, 64, 32, 609.8936302661896
b4, 0.0308, 0.9892, 1.2606, 0.8296, 65, 32, 626.4024186134338
b4, 0.0288, 0.9909, 1.2074, 0.8379, 66, 32, 624.7998068332672
b4, 0.0267, 0.9910, 1.3168, 0.8343, 67, 32, 612.9892823696136
b4, 0.0264, 0.9909, 1.2688, 0.8413, 68, 32, 625.4413695335388
b4, 0.0275, 0.9910, 1.2916, 0.8380, 69, 32, 636.9560923576355
b4, 0.0263, 0.9915, 1.2793, 0.8335, 70, 32, 645.5715951919556
b4, 0.0269, 0.9902, 1.3463, 0.8336, 71, 32, 609.2884156703949
b4, 0.0290, 0.9902, 1.2610, 0.8345, 72, 32, 621.8779232501984
b4, 0.0250, 0.9912, 1.3013, 0.8392, 73, 32, 613.5364463329315
b4, 0.0257, 0.9910, 1.2650, 0.8255, 74, 32, 634.4425349235535
b4, 0.0259, 0.9911, 1.2915, 0.8385, 75, 32, 610.3599109649658
